Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	per_tile_sequence_quality	cutadapt_version	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	pe_sense	pe_antisense	failed	se_sense	se_antisense
p1k_00812	12106704	8622377	347133	537136	0	0	0	0	578790	0	0	0	0	1004019	474367	542882	71.21985471850968	12106704.0	11569568.0	95.56	537136.0	4.44	p1k_00812_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12106704.0	0.0	20-51	51.0	17.36635587002206	50.5704249480288	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	12112928	3538338	12112928	617759328	344941	612542483	0.8444785474773114	0.0362	0.4074	0.5564		
p1k_00813	11963049	8717348	439285	388229	0	0	0	0	483787	0	0	0	0	995063	448067	491270	72.86894837595332	11963049.0	11574820.0	96.75	388229.0	3.25	p1k_00813_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11963049.0	0.0	20-51	51.0	18.596351700809745	50.56842866730714	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	11970659	3525262	11970659	610503609	336903	605294085	0.853315840103412	0.0352	0.4144	0.5504		
p1k_00814	15668924	11845319	118969	480791	0	0	0	0	637189	0	0	0	0	1285526	611343	689787	75.59752667126345	15668924.0	15188133.0	96.93	480791.0	3.07	p1k_00814_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15668924.0	0.0	20-51	51.0	16.967432637596332	50.56951045266414	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	15681701	4611609	15681701	799766751	445902	792972047	0.8495857062705024	0.0332	0.4282	0.5385		
p1k_00815	11668265	8509852	80327	471121	0	0	0	0	704711	0	0	0	0	913777	480204	508273	72.93159694264743	11668265.0	11197144.0	95.96	471121.0	4.04	p1k_00815_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11668265.0	0.0	20-51	51.0	19.306920512809512	50.56932260280342	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	11674075	3434735	11674075	595377825	334991	590337835	0.8465196029092955	0.0364	0.4243	0.5393		
p1k_00816	11850247	8281100	551864	392912	0	0	0	0	591535	0	0	0	0	1114202	469763	448871	69.88124382555064	11850247.0	11457335.0	96.68	392912.0	3.32	p1k_00816_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11850247.0	0.0	20-51	50.0	18.087144513827987	50.52692378479537	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	11856384	3470054	11856384	604675584	326895	599612048	0.8373971322777933	0.0382	0.4169	0.5449		
p1k_00817	10255552	7396832	280523	331323	0	0	0	0	590782	0	0	0	0	802969	404632	448491	72.12514743233713	10255552.0	9924229.0	96.77	331323.0	3.23	p1k_00817_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10255552.0	0.0	20-51	51.0	19.029205504261014	50.57276458644059	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	10260631	3255243	10260631	523292181	746797	518292200	0.955485516799648	0.0338	0.4233	0.5429		
p1k_00818	13697012	9989410	214758	432415	0	0	0	0	670257	0	0	0	0	1268627	553347	568198	72.93130793781884	13697012.0	13264597.0	96.84	432415.0	3.16	p1k_00818_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13697012.0	0.0	20-51	51.0	17.14976297200468	50.57204403412949	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	13704291	4020642	13704291	698918841	370190	693048097	0.8399750665757199	0.0359	0.435	0.529		
p1k_00819	11394384	8382005	104403	399578	0	0	0	0	787715	0	0	0	0	695384	467447	557852	73.56259890837451	11394384.0	10994806.0	96.49	399578.0	3.51	p1k_00819_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11394384.0	0.0	20-51	51.0	18.559923811273656	50.565733522759984	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	11400593	3356587	11400593	581430243	324281	576472752	0.8526372784499275	0.0342	0.4144	0.5515		
p1k_00820	9022032	6319645	41244	246181	0	0	0	0	1025016	0	0	0	0	511565	392333	486048	70.04680320353552	9022032.0	8775851.0	97.27	246181.0	2.73	p1k_00820_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9022032.0	0.0	20-51	51.0	19.3418055403194	50.57200340233774	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	9026965	2635051	9026965	460375215	243429	456506361	0.8403697405821466	0.0326	0.4187	0.5487		
p1k_00882	12746265	10211577	230277	264004	0	0	0	0	190875	0	0	0	0	731121	611676	506735	80.11426876814502	12746265.0	12482261.0	97.93	264004.0	2.07	p1k_00882_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12746265.0	0.0	20-40	51.0	17.95661349283133	39.43591797283361	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	warn	2.6	12764528	999574	12764528	505462788	786615	503374976	0.4130495952552693	0.0387	0.4004	0.5609		
p1k_00883	13555921	10554571	577579	293040	0	0	0	0	230773	0	0	0	0	739585	633150	527223	77.85949032898614	13555921.0	13262881.0	97.84	293040.0	2.16	p1k_00883_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13555921.0	0.0	20-40	51.0	17.40499805922708	39.44012782311139	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	warn	2.6	13578580	1768428	13578580	537461642	1890013	533411060	0.7536504344620746	0.0384	0.3904	0.5711		
p1k_00884	12796515	10418333	5698	313457	0	0	0	0	186803	0	0	0	0	740982	609107	522135	81.41539317540753	12796515.0	12483058.0	97.55	313457.0	2.45	p1k_00884_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12796515.0	0.0	20-40	50.0	19.34043662753039	39.34174749922147	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	12815322	1665465	12815322	507316674	1701821	503585600	0.7354526652124191	0.0391	0.411	0.5499		
p1k_00885	11893593	9678050	5480	272280	0	0	0	0	192318	0	0	0	0	643773	760691	341001	81.37196219847105	11893593.0	11621313.0	97.71	272280.0	2.29	p1k_00885_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11893593.0	0.0	20-40	51.0	18.242945106774528	38.95246650864882	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	warn	2.6	11911009	5067154	11911009	471517170	1582443	462957090	1.8154333595105347	0.0397	0.4091	0.5512		
p1k_00890	10120105	7310050	47392	320780	0	0	0	0	316294	0	0	0	0	1445671	315965	363953	72.23294619966887	10120105.0	9799325.0	96.83	320780.0	3.17	p1k_00890_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10120105.0	0.0	20-51	51.0	21.33752179682974	50.52981011560651	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	10129225	3197035	10129225	516590475	950279	511464407	0.992288524096384	0.0271	0.4821	0.4909		
p1k_00891	8723280	6051533	54400	335876	0	0	0	0	288033	0	0	0	0	1446279	244640	302519	69.37222008235435	8723280.0	8387404.0	96.15	335876.0	3.85	p1k_00891_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8723280.0	0.0	20-51	52.0	21.924170925345337	50.5298086270302	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	8731989	2640386	8731989	445331439	245016	441523509	0.8550777390769395	0.027	0.4912	0.4819		
p1k_00892	5004584	3665917	31835	206884	0	0	0	0	228008	0	0	0	0	459862	216346	195732	73.25118331513669	5004584.0	4797700.0	95.87	206884.0	4.13	p1k_00892_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5004584.0	0.0	20-51	50.0	23.78103034143473	50.55430041737735	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	pass	2.6	5008229	1517860	5008229	255419679	195312	253181444	0.8762970060736783	0.0337	0.402	0.5643		
p1k_00893	6517891	4663475	29605	274014	0	0	0	0	302299	0	0	0	0	730682	262814	255002	71.5488338175646	6517891.0	6243877.0	95.8	274014.0	4.2	p1k_00893_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6517891.0	0.0	20-51	50.0	21.488367668264424	50.5261703517288	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	6523624	2076967	6523624	332704824	608312	329388335	0.996826243793808	0.0299	0.4283	0.5418		
p1k_00894	5123832	3763234	19767	294348	0	0	0	0	182167	0	0	0	0	491241	199907	173168	73.44569455048487	5123832.0	4829484.0	94.26	294348.0	5.74	p1k_00894_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5123832.0	0.0	20-51	50.0	24.470410244214506	50.55385910388943	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	pass	2.6	5130030	1634401	5130030	261631530	611524	258874875	1.0536402091903831	0.0326	0.4283	0.5391		
p1k_00895	5804703	4241754	32840	297405	0	0	0	0	252418	0	0	0	0	535473	241827	202986	73.07443636651178	5804703.0	5507298.0	94.88	297405.0	5.12	p1k_00895_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5804703.0	0.0	20-51	50.0	22.54092640829671	50.55283241881626	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	pass	2.6	5811508	1760433	5811508	296386908	230442	293785515	0.8777017235862524	0.0341	0.4332	0.5326		
p1k_00896	6328714	4268926	17960	376774	0	0	0	0	619401	0	0	0	0	529094	213696	302863	67.45329303868053	6328714.0	5951940.0	94.05	376774.0	5.95	p1k_00896_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6328714.0	0.0	20-51	51.0	21.914880605047696	50.55881874263871	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	6338251	1993443	6338251	323250801	820238	319814866	1.062931627507398	0.0312	0.4265	0.5424		
p1k_00897	6151503	4373816	19027	284972	0	0	0	0	315833	0	0	0	0	682286	222805	252764	71.10158281642714	6151503.0	5866531.0	95.37	284972.0	4.63	p1k_00897_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6151503.0	0.0	20-51	51.0	24.109266753102023	50.55318350653491	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	pass	2.6	6158458	1970873	6158458	314081358	634388	310876346	1.0204400606291315	0.0295	0.4537	0.5167		
p1k_00898	6029187	4282692	22484	279143	0	0	0	0	395644	0	0	0	0	517991	228284	302949	71.03266161756137	6029187.0	5750044.0	95.37	279143.0	4.63	p1k_00898_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6029187.0	0.0	20-51	51.0	27.31402088532055	50.51367539271879	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	6035459	1911127	6035459	307808409	693304	304618689	1.0362679857781272	0.0285	0.4271	0.5444		
p1k_00899	6392043	4590294	18802	264814	0	0	0	0	423847	0	0	0	0	515780	249009	329497	71.81262704271545	6392043.0	6127229.0	95.86	264814.0	4.14	p1k_00899_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6392043.0	0.0	20-51	51.0	25.364407442655445	50.5252869857102	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	6397191	2032918	6397191	326256741	593889	323010825	0.9948962249947808	0.0282	0.4255	0.5463		
p1k_00900	5705015	3945637	46148	240898	0	0	0	0	161517	0	0	0	0	957013	154163	199639	69.16085233781156	5705015.0	5464117.0	95.78	240898.0	4.22	p1k_00900_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5705015.0	0.0	20-51	52.0	25.30779129889344	50.53141770880532	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	pass	2.6	5710631	1819106	5710631	291242181	550395	288338062	0.9971491732511096	0.0255	0.4906	0.4839		
p1k_00901	4787399	2923004	63728	384607	0	0	0	0	89133	0	0	0	0	1057054	132913	136960	61.05620191674017	4787399.0	4402792.0	91.97	384607.0	8.03	p1k_00901_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4787399.0	0.0	20-51	51.0	23.119023626667	50.53904635899368	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	pass	2.6	4791782	1570576	4791782	244380882	479482	241846030	1.037254624525007	0.0247	0.5227	0.4526		
p1k_00902	5480204	3940546	19056	222703	0	0	0	0	232674	0	0	0	0	640625	200383	224217	71.90509696354368	5480204.0	5257501.0	95.94	222703.0	4.06	p1k_00902_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5480204.0	0.0	20-51	51.0	27.05892966782388	50.51730939213212	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	5484576	1661495	5484576	279713376	222017	277240435	0.8840982277515395	0.0296	0.4459	0.5245		
p1k_00903	5965119	4297084	15497	257824	0	0	0	0	257956	0	0	0	0	670235	220690	245833	72.03685291106514	5965119.0	5707295.0	95.68	257824.0	4.32	p1k_00903_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5965119.0	0.0	20-51	51.0	25.745126299657866	50.552658547130406	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	pass	2.6	5969746	1913050	5969746	304457046	560553	301396026	1.0054029099395518	0.0306	0.4482	0.5212		
p1k_00904	5594916	4101413	19770	197822	0	0	0	0	299202	0	0	0	0	535744	196060	244905	73.30606929576781	5594916.0	5397094.0	96.46	197822.0	3.54	p1k_00904_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5594916.0	0.0	20-51	51.0	26.722048958278528	50.52387185080169	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	5598721	1689905	5598721	285534771	234253	283007959	0.8849402092608889	0.0254	0.4629	0.5117		
p1k_00905	8245778	5976485	34163	325975	0	0	0	0	395515	0	0	0	0	899443	279528	334669	72.47933427264232	8245778.0	7919803.0	96.05	325975.0	3.95	p1k_00905_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8245778.0	0.0	20-51	52.0	23.67691070525581	50.52478322845946	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	8252080	2495723	8252080	420856080	331141	417147869	0.8811114241238952	0.0257	0.4674	0.5069		
p1k_00906	9678479	7176187	73812	398659	0	0	0	0	60125	0	0	0	0	1281300	440826	247570	74.14581361389533	9678479.0	9279820.0	95.88	398659.0	4.12	p1k_00906_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9678479.0	0.0	20-51	50.0	17.683011942812573	50.56211270386597	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	pass	2.6	9683043	3127000	9683043	493835193	654826	488976669	0.983835107110319	0.0411	0.4386	0.5204		
p1k_00907	11202244	8097321	150803	463075	0	0	0	0	98863	0	0	0	0	1580849	505600	305733	72.28302650790323	11202244.0	10739169.0	95.87	463075.0	4.13	p1k_00907_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11202244.0	0.0	20-51	50.0	16.65304577904199	50.56526478087783	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	pass	2.6	11207870	3614519	11207870	571601370	727641	566033144	0.9741449709961332	0.04	0.4479	0.5121		
p1k_00908	9657697	7004151	91291	488216	0	0	0	0	115617	0	0	0	0	1316655	415619	226148	72.52402927944416	9657697.0	9169481.0	94.94	488216.0	5.06	p1k_00908_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9657697.0	0.0	20-51	50.0	12.402482483415472	50.564694667890286	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	pass	2.6	9666204	2947569	9666204	492976404	257342	488758775	0.8555437878523695	0.0383	0.4579	0.5038		
p1k_00909	8265440	5916474	71541	396651	0	0	0	0	90189	0	0	0	0	1215703	372887	201995	71.58087167773283	8265440.0	7868789.0	95.2	396651.0	4.8	p1k_00909_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8265440.0	0.0	20-51	48.0	18.713710529352085	50.5189851961904	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	8271311	2559623	8271311	421836861	225453	418189559	0.8646238243271965	0.0411	0.4621	0.4968		
p1k_00910	8580010	6253868	2107	586029	0	0	0	0	329031	0	0	0	0	921011	349905	138059	72.88881947690038	8580010.0	7993981.0	93.17	586029.0	6.83	p1k_00910_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8580010.0	0.0	20-100	51.0	21.45455885574489	99.2847208802787	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	fail	2.6	8598546	2513990	8598546	859854600	570121	855794819	0.472147383987944	0.0237	0.446	0.5303		
p1k_00911	11806257	8517343	3433	805925	0	0	0	0	407987	0	0	0	0	1397378	487485	186706	72.14261895196759	11806257.0	11000332.0	93.17	805925.0	6.83	p1k_00911_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11806257.0	0.0	20-100	51.0	19.41244869026661	99.29188903816002	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	fail	2.6	11829810	3658110	11829810	1182981000	6172726	1171641977	0.9585126895529176	0.0233	0.451	0.5257		
p1k_00912	8750303	6174929	257481	386189	0	0	0	0	281431	0	0	0	0	985144	371491	293638	70.56817346782162	8750303.0	8364114.0	95.59	386189.0	4.41	p1k_00912_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8750303.0	0.0	20-51	50.0	15.317900054225012	50.56942645300397	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	pass	2.6	8757703	2634256	8757703	446642853	235341	442868190	0.8451188627885644	0.0421	0.3922	0.5656		
p1k_00913	9287585	6639808	136031	405161	0	0	0	0	220828	0	0	0	0	1213820	386398	285539	71.4912218838374	9287585.0	8882424.0	95.64	405161.0	4.36	p1k_00913_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9287585.0	0.0	20-51	48.0	18.87122999390589	50.52486378321167	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	9294371	2816658	9294371	474012921	253250	469985281	0.849689918051833	0.0378	0.4142	0.548		
p1k_00914	9185433	6742587	131735	373825	0	0	0	0	56170	0	0	0	0	1201855	460317	218944	73.40521671651189	9185433.0	8811608.0	95.93	373825.0	4.07	p1k_00914_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9185433.0	0.0	20-51	48.0	16.53173763833493	50.56160215854821	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	pass	2.6	9190890	2847304	9190890	468735390	250892	464701834	0.8605187673156064	0.0513	0.4247	0.524		
p1k_00915	8821212	6294961	56625	315246	0	0	0	0	116177	0	0	0	0	1421312	403954	212937	71.36163375282217	8821212.0	8505966.0	96.43	315246.0	3.57	p1k_00915_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8821212.0	0.0	20-51	49.0	18.983445133469427	50.56305528083896	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	pass	2.6	8825928	2732341	8825928	450122328	244522	446260123	0.858034529671232	0.0444	0.4694	0.4862		
p1k_00916	8261270	5948567	230536	305178	0	0	0	0	120575	0	0	0	0	1072071	357969	226374	72.00547857653848	8261270.0	7956092.0	96.31	305178.0	3.69	p1k_00916_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8261270.0	0.0	20-51	48.0	19.24992993270081	50.528346610145896	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	8265353	2519286	8265353	421533003	224233	417935579	0.8534145545894541	0.0358	0.4225	0.5418		
p1k_00917	11036630	7837419	76918	454909	0	0	0	0	136729	0	0	0	0	1782418	488110	260127	71.01279104219313	11036630.0	10581721.0	95.88	454909.0	4.12	p1k_00917_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11036630.0	0.0	20-51	49.0	14.137995424832615	50.566145100451855	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	pass	2.6	11043058	3588972	11043058	563195958	791157	557644207	0.9857583175339478	0.0392	0.4713	0.4894		
p1k_00918	9847447	6883078	196300	428456	0	0	0	0	94774	0	0	0	0	1602968	404294	237577	69.89708093884637	9847447.0	9418991.0	95.65	428456.0	4.35	p1k_00918_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9847447.0	0.0	20-51	49.0	14.859147439576343	50.56544046390907	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	pass	2.6	9853027	3026943	9853027	502504377	270523	498217506	0.8531012258227553	0.0362	0.4494	0.5144		
p1k_00919	7819513	5373639	327077	326200	0	0	0	0	90181	0	0	0	0	1187450	309519	205447	68.72089093016407	7819513.0	7493313.0	95.83	326200.0	4.17	p1k_00919_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7819513.0	0.0	20-51	50.0	16.86468092741567	50.568333603384254	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	pass	2.6	7823615	2386490	7823615	399004365	208664	395621290	0.8478791955070466	0.0344	0.4424	0.5232		
p1k_00920	10249516	7715638	2391	694818	0	0	0	0	317123	0	0	0	0	952174	416562	150810	75.27807166699384	10249516.0	9554698.0	93.22	694818.0	6.78	p1k_00920_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10249516.0	0.0	20-100	50.0	20.923755929140505	98.96529104398684	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	fail	2.6	10269161	3164811	10269161	1026916100	5245639	1017203420	0.9458104707872436	0.0209	0.4315	0.5476		
p1k_00921	6252291	4513705	1535	444626	0	0	0	0	233015	0	0	0	0	714867	246600	97943	72.19281700100011	6252291.0	5807665.0	92.89	444626.0	7.11	p1k_00921_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6252291.0	0.0	20-100	50.0	31.75444200054896	98.92513032422836	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	fail	2.6	6271577	1842910	6271577	627157700	388951	624202465	0.4712108294293445	0.0304	0.4321	0.5375		
p1k_00922	15266989	11115336	325296	590165	0	0	0	0	698833	0	0	0	0	1505975	470314	561070	72.80634052988445	15266989.0	14676824.0	96.13	590165.0	3.87	p1k_00922_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15266989.0	0.0	20-51	52.0	18.779757905516067	50.5675945662894	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	pass	2.6	15280471	4822322	15280471	779304021	1420546	771572730	0.9920763645078126	0.0258	0.4383	0.536		
p1k_00923	17069322	12345593	265788	571966	0	0	0	0	756774	0	0	0	0	1954112	522234	652855	72.32620604380186	17069322.0	16497356.0	96.65	571966.0	3.35	p1k_00923_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17069322.0	0.0	20-51	52.0	17.11373370243158	50.56469677002988	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	pass	2.6	17083084	5112664	17083084	871237284	458121	863787212	0.8551140012965746	0.0247	0.4481	0.5272		
p1k_00924	15544257	10717752	1142566	596394	0	0	0	0	736499	0	0	0	0	1314527	465769	570750	68.9499150715277	15544257.0	14947863.0	96.16	596394.0	3.84	p1k_00924_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15544257.0	0.0	20-51	51.0	22.21545571715325	50.52959025317196	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	15556655	4938374	15556655	793389405	1391264	785564141	0.9863081042782516	0.0257	0.4108	0.5636		
p1k_00925	16013563	11834410	274598	549436	0	0	0	0	718899	0	0	0	0	1572232	489073	574915	73.90241634544417	16013563.0	15464127.0	96.57	549436.0	3.43	p1k_00925_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16013563.0	0.0	20-51	51.0	21.71258310259576	50.538213887814976	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	16025511	4719648	16025511	817301061	418178	810410147	0.8431304361172242	0.0246	0.4474	0.528		
p1k_00926	15140471	10895031	262083	551030	0	0	0	0	667142	0	0	0	0	1736374	463622	565189	71.95965700142354	15140471.0	14589441.0	96.36	551030.0	3.64	p1k_00926_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15140471.0	0.0	20-51	52.0	22.53403698749033	50.5393698122073	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	15153470	4753247	15153470	772826970	1321723	765322033	0.9711018496158332	0.0265	0.4452	0.5283		
p1k_00927	14737340	10867664	198724	476974	0	0	0	0	626246	0	0	0	0	1569207	457320	541205	73.74237141845136	14737340.0	14260366.0	96.76	476974.0	3.24	p1k_00927_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14737340.0	0.0	20-51	52.0	22.31731988346021	50.53961773291517	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	14747417	4640804	14747417	752118267	1155183	744923453	0.956606735360677	0.0258	0.4474	0.5268		
p1k_00928	17274561	12794624	268708	652653	0	0	0	0	477936	0	0	0	0	2075232	462824	542584	74.066275837632	17274561.0	16621908.0	96.22	652653.0	3.78	p1k_00928_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17274561.0	0.0	20-51	52.0	17.621456091152236	50.569108818452754	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	pass	2.6	17287727	5439835	17287727	881674077	1437653	873166226	0.9649655379399342	0.0235	0.4655	0.511		
p1k_00929	14173806	10109465	354509	435927	0	0	0	0	585511	0	0	0	0	1798670	402626	487098	71.32498497580679	14173806.0	13737879.0	96.92	435927.0	3.08	p1k_00929_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14173806.0	0.0	20-51	52.0	21.26833174111525	50.53741803718776	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	14184013	4236087	14184013	723384663	366538	717253786	0.8475265392791442	0.0238	0.4624	0.5138		
p1k_00930	1706529	1025482	6537	163929	0	0	0	0	80439	0	0	0	0	352296	57177	20669	60.09168317678751	1706529.0	1542600.0	90.39	163929.0	9.61	p1k_00930_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1706529.0	0.0	20-100	51.0	46.268724152302845	98.80063919218485	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	fail	2.6	1728027	518655	1728027	172802700	2932820	169118697	2.1319128694169707	0.1397	0.3904	0.4699		
p1k_00931	1303134	822594	1764	126842	0	0	0	0	64421	0	0	0	0	225554	45616	16343	63.12428345818619	1303134.0	1176292.0	90.27	126842.0	9.73	p1k_00931_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1303134.0	0.0	20-100	51.0	49.81271117342656	98.76117728491468	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	fail	2.6	1323493	398000	1323493	132349300	2661293	129099145	2.4557402268089064	0.0874	0.4261	0.4864		
p1k_00932	5781811	3336378	1004495	555233	0	0	0	0	197064	0	0	0	0	445774	173160	69707	57.70472262064602	5781811.0	5226578.0	90.4	555233.0	9.6	p1k_00932_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5781811.0	0.0	20-100	51.0	32.708974901482485	98.91467050721651	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	fail	2.6	5822835	1715216	5822835	582283500	6294792	573537862	1.5019553190155654	0.2163	0.3662	0.4175		
