Sample,Total,Assigned,Unassigned_rRNA,Unassigned_Unmapped,Unassigned_Read_Type,Unassigned_Singleton,Unassigned_MappingQuality,Unassigned_Chimera,Unassigned_FragmentLength,Unassigned_Duplicate,Unassigned_MultiMapping,Unassigned_Secondary,Unassigned_NonSplit,Unassigned_NoFeatures,Unassigned_Overlapping_Length,Unassigned_Ambiguity,percent_assigned,reads_processed,reads_aligned,reads_aligned_percentage,not_aligned,not_aligned_percentage,Filename,File type,Encoding,Total Sequences,Sequences flagged as poor quality,Sequence length,%GC,total_deduplicated_percentage,avg_sequence_length,basic_statistics,per_base_sequence_quality,per_tile_sequence_quality,per_sequence_quality_scores,per_base_sequence_content,per_sequence_gc_content,per_base_n_content,sequence_length_distribution,sequence_duplication_levels,overrepresented_sequences,adapter_content,cutadapt_version,r_processed,r_with_adapters,r_written,bp_processed,quality_trimmed,bp_written,percent_trimmed,pe_sense,pe_antisense,failed,se_sense,se_antisense
p1k_00344,11514559,9395050,7028,215686,0,0,0,0,112457,0,0,0,0,771291,559048,453999,81.59279048376928,11514559.0,11298873.0,98.13,215686.0,1.87,p1k_00344_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,11514559.0,0.0,20-40,51.0,19.51284456448406,39.54286178046419,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,11535668,3532451,11535668,461426720,1690456,455070991,1.3774080963495134,0.0407,0.4075,0.5518,,
p1k_00345,13647334,11145256,1174,362307,0,0,0,0,110674,0,0,0,0,838334,726727,462862,81.66617743802563,13647334.0,13285027.0,97.35,362307.0,2.65,p1k_00345_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,13647334.0,0.0,20-40,49.0,19.463326030781143,39.431330837217,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,13670443,4771511,13670443,546817720,892475,539789223,1.2853455078229723,0.0417,0.4102,0.5482,,
p1k_00346,13454080,11107139,39015,245150,0,0,0,0,117896,0,0,0,0,791835,625574,527471,82.55591612358482,13454080.0,13208930.0,98.18,245150.0,1.82,p1k_00346_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,13454080.0,0.0,20-40,51.0,18.355380321164915,39.54175707294739,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,13478028,3923348,13478028,539121120,861491,532941376,1.1462626431700542,0.037,0.4032,0.5597,,
p1k_00347,13503944,11357403,4408,189563,0,0,0,0,117791,0,0,0,0,691516,609261,534002,84.10434018387517,13503944.0,13314381.0,98.6,189563.0,1.4,p1k_00347_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,13503944.0,0.0,20-40,51.0,18.12853482736315,39.54069137135048,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,13526565,4095729,13526565,541062600,1925778,533735925,1.3541270455581291,0.0361,0.4021,0.5618,,
p1k_00348,13830636,11491648,786,202015,0,0,0,0,128050,0,0,0,0,799165,641800,567172,83.08835544511474,13830636.0,13628621.0,98.54,202015.0,1.46,p1k_00348_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,13830636.0,0.0,20-40,51.0,17.91848808406234,39.54057152541648,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,13851635,4200299,13851635,554065400,1889929,546621379,1.3435274969344773,0.0359,0.4116,0.5524,,
p1k_00349,9348263,7536955,85,179401,0,0,0,0,180610,0,0,0,0,619760,437381,394071,80.62412236369472,9348263.0,9168862.0,98.08,179401.0,1.92,p1k_00349_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9348263.0,0.0,20-40,49.0,18.638652294736264,39.53511951899513,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,9365861,2852874,9365861,374634440,1149127,369713259,1.313595461218141,0.0391,0.4402,0.5207,,
p1k_00350,8806983,7099357,370,207826,0,0,0,0,155451,0,0,0,0,555319,417696,370964,80.61054506407018,8806983.0,8599157.0,97.64,207826.0,2.36,p1k_00350_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8806983.0,0.0,20-40,49.0,19.44379438530166,39.53552550288788,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,8823947,2698698,8823947,352957880,1086824,348312120,1.3162363735865594,0.0406,0.4349,0.5245,,
p1k_00351,8207460,6320203,218722,244279,0,0,0,0,114054,0,0,0,0,617482,366321,326399,77.00559003638153,8207460.0,7963181.0,97.02,244279.0,2.98,p1k_00351_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8207460.0,0.0,20-40,51.0,20.48428910324704,39.57385878213236,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,8220598,2521285,8220598,328823920,913880,324574604,1.2922770338605538,0.0405,0.4212,0.5383,,
p1k_00352,8423964,6731167,6668,152620,0,0,0,0,148586,0,0,0,0,611242,441382,332299,79.90498297476105,8423964.0,8271344.0,98.19,152620.0,1.81,p1k_00352_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8423964.0,0.0,20-40,51.0,20.458079689145148,39.51372002539422,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,8441904,2966180,8441904,337676160,291813,333568123,1.2165611572934256,0.0419,0.4285,0.5296,,
p1k_00353,9272073,7496848,482,119679,0,0,0,0,132030,0,0,0,0,722286,460834,339914,80.85406575207075,9272073.0,9152394.0,98.71,119679.0,1.29,p1k_00353_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9272073.0,0.0,20-40,49.0,18.33312618483621,39.47279286951257,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,9288520,3115857,9288520,371540800,1081936,366115623,1.4601833768996568,0.0365,0.4504,0.5131,,
p1k_00354,8489120,6671984,8768,175726,0,0,0,0,138438,0,0,0,0,756934,423891,313379,78.59453041069038,8489120.0,8313394.0,97.93,175726.0,2.07,p1k_00354_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8489120.0,0.0,20-40,50.0,20.313370139128125,39.51417343611588,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,8508880,2837313,8508880,340355200,1165027,335238107,1.5034566829006872,0.0389,0.451,0.5101,,
p1k_00355,7291667,5828763,5452,132821,0,0,0,0,113903,0,0,0,0,597035,327068,286625,79.93731748857978,7291667.0,7158846.0,98.18,132821.0,1.82,p1k_00355_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7291667.0,0.0,20-40,50.0,20.42410610160553,39.53267325564922,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,7308104,2120703,7308104,292324160,258226,289167989,1.079681884658456,0.0394,0.4446,0.516,,
p1k_00356,7826128,6157988,328,145622,0,0,0,0,125937,0,0,0,0,681068,421490,293695,78.68498956316584,7826128.0,7680506.0,98.14,145622.0,1.86,p1k_00356_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7826128.0,0.0,20-40,49.0,20.13282097917155,39.47285260348412,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,7843330,2745948,7843330,313733200,270603,309924195,1.2140905074757786,0.0433,0.4411,0.5156,,
p1k_00357,5828647,4267254,75012,88445,0,0,0,0,112148,0,0,0,0,751515,330919,203354,73.21174193599303,5828647.0,5740202.0,98.48,88445.0,1.52,p1k_00357_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,5828647.0,0.0,20-40,50.0,23.68849984104323,39.573852559607744,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,5838756,1710578,5838756,233550240,170001,231060618,1.065989912919807,0.048,0.4655,0.4865,,
p1k_00358,12414880,9704682,89511,176570,0,0,0,0,83484,0,0,0,0,1325620,593370,441643,78.16976080316523,12414880.0,12238310.0,98.58,176570.0,1.42,p1k_00358_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,12414880.0,0.0,20-40,49.0,14.429148314851762,39.52637206320158,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,12447329,3658045,12447329,497893160,357400,492567202,1.069698969152338,0.0386,0.4462,0.5152,,
p1k_00359,6393882,4592619,31503,90161,0,0,0,0,74319,0,0,0,0,961947,399719,243614,71.82833527425123,6393882.0,6303721.0,98.59,90161.0,1.41,p1k_00359_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6393882.0,0.0,20-40,49.0,17.916147878549225,39.48204392886825,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,6401157,2057982,6401157,256046280,748912,252497886,1.3858408722048217,0.0594,0.4581,0.4825,,
p1k_00360,11458657,9004996,62737,199851,0,0,0,0,70664,0,0,0,0,1074272,555880,490257,78.58683613620688,11458657.0,11258806.0,98.26,199851.0,1.74,p1k_00360_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,11458657.0,0.0,20-40,50.0,14.281242266467968,39.491883211095335,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,11499813,3516354,11499813,459992520,2454087,452782990,1.5673146163333267,0.0422,0.4215,0.5363,,
p1k_00361,6409073,2394642,2999202,80540,0,0,0,0,105408,0,0,0,0,445096,227526,156659,37.363312915924034,6409073.0,6328533.0,98.74,80540.0,1.26,p1k_00361_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6409073.0,0.0,20-40,51.0,12.419586531722173,39.5100007442574,pass,pass,pass,pass,fail,warn,pass,warn,fail,warn,pass,2.6,6415979,2084549,6415979,256639160,564443,253273411,1.3114713280701198,0.0359,0.2347,0.7293,,
p1k_00362,6545363,4574836,63035,114411,0,0,0,0,113557,0,0,0,0,976027,406494,297003,69.89430532729813,6545363.0,6430952.0,98.25,114411.0,1.75,p1k_00362_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6545363.0,0.0,20-40,50.0,17.005404955198237,39.56025708581785,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,6552965,1961229,6552965,262118600,196910,259235011,1.1001085005032072,0.0668,0.4151,0.5181,,
p1k_00363,12429769,9132047,60904,211526,0,0,0,0,56055,0,0,0,0,1880238,726536,362463,73.46916101176136,12429769.0,12218243.0,98.3,211526.0,1.7,p1k_00363_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,12429769.0,0.0,20-40,48.0,13.432751300526007,39.52136013147147,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,12471430,3682529,12471430,498857200,256381,493561078,1.061650909318338,0.0451,0.5073,0.4475,,
p1k_00364,7238904,5488060,31654,127884,0,0,0,0,58254,0,0,0,0,887626,382165,263261,75.81341042787693,7238904.0,7111020.0,98.23,127884.0,1.77,p1k_00364_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7238904.0,0.0,20-40,49.0,19.286373579325552,39.53054979041026,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,7263017,2283807,7263017,290520680,1148334,286328702,1.4429189687976771,0.0426,0.4686,0.4888,,
p1k_00365,8478984,6113734,417184,158464,0,0,0,0,31869,0,0,0,0,916625,482282,358826,72.10455875373748,8478984.0,8320520.0,98.13,158464.0,1.87,p1k_00365_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8478984.0,0.0,20-40,49.0,15.5581283704914,39.50875057672004,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,8506309,2742773,8506309,340252360,1361743,335191039,1.487519733882228,0.0461,0.4149,0.539,,
p1k_00366,7876928,6027271,43678,120885,0,0,0,0,61330,0,0,0,0,828426,440184,355154,76.51804104341184,7876928.0,7756043.0,98.47,120885.0,1.53,p1k_00366_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7876928.0,0.0,20-40,50.0,17.040964798523174,39.57375197538939,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,7896995,2542690,7896995,315879800,981742,311479925,1.3928953355042013,0.044,0.4271,0.529,,
p1k_00367,10298251,7394375,476140,194403,0,0,0,0,93319,0,0,0,0,914181,699016,526817,71.80224098247363,10298251.0,10103848.0,98.11,194403.0,1.89,p1k_00367_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,10298251.0,0.0,20-40,49.0,13.114921104067742,39.50964255969291,pass,pass,pass,pass,fail,warn,pass,warn,fail,fail,pass,2.6,10325543,3101183,10325543,413021720,212916,408583029,1.074687064883658,0.0458,0.3934,0.5608,,
p1k_00368,10432411,7865728,66564,178480,0,0,0,0,95133,0,0,0,0,974805,688534,563167,75.39702950736891,10432411.0,10253931.0,98.29,178480.0,1.71,p1k_00368_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,10432411.0,0.0,20-40,50.0,14.06778349256606,39.56826480475127,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,10459016,3149835,10459016,418360640,221490,413841408,1.0802239904786457,0.0455,0.4015,0.553,,
p1k_00369,7572122,6021394,28705,104276,0,0,0,0,43610,0,0,0,0,731137,392533,250467,79.52056239981343,7572122.0,7467846.0,98.62,104276.0,1.38,p1k_00369_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7572122.0,0.0,20-40,49.0,20.077764441928306,39.47723082116215,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,7584483,2630477,7584483,303379320,218135,299735671,1.2010208869872872,0.0365,0.4491,0.5145,,
p1k_00370,9501851,7243678,463581,133836,0,0,0,0,36929,0,0,0,0,894568,409520,319739,76.23438843652673,9501851.0,9368015.0,98.59,133836.0,1.41,p1k_00370_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9501851.0,0.0,20-40,51.0,19.810449845589616,39.5795463431283,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,9514777,2784548,9514777,380591080,261804,376589307,1.0514626354353864,0.0323,0.4248,0.5429,,
p1k_00371,9446942,7477791,76148,176709,0,0,0,0,18638,0,0,0,0,896281,428984,372391,79.15567810197204,9446942.0,9270233.0,98.13,176709.0,1.87,p1k_00371_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9446942.0,0.0,20-40,51.0,16.847945790665317,39.56713876299865,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,9461225,2824967,9461225,378449000,279886,374351235,1.082778657097786,0.0412,0.3818,0.577,,
p1k_00372,9341381,7151746,406832,155048,0,0,0,0,36132,0,0,0,0,780415,412481,398727,76.55983628116655,9341381.0,9186333.0,98.34,155048.0,1.66,p1k_00372_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9341381.0,0.0,20-40,50.0,16.013434949413693,39.52178237885811,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,9353870,2790381,9353870,374154800,268013,370122141,1.0778049620103765,0.0393,0.364,0.5967,,
p1k_00373,9014214,7158229,60997,125403,0,0,0,0,21687,0,0,0,0,820661,444235,383002,79.41046218782914,9014214.0,8888811.0,98.61,125403.0,1.39,p1k_00373_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9014214.0,0.0,20-40,50.0,16.975347071209853,39.52118143634043,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,9026578,2699524,9026578,361063120,258413,357154462,1.082541468095661,0.0438,0.3858,0.5704,,
p1k_00374,7403760,5712190,241392,113313,0,0,0,0,20755,0,0,0,0,655287,350957,309866,77.15255491804164,7403760.0,7290447.0,98.47,113313.0,1.53,p1k_00374_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7403760.0,0.0,20-40,50.0,18.068669598870027,39.52001699136655,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,7414007,2208840,7414007,296560280,208807,293368160,1.076381503281559,0.0434,0.3758,0.5808,,
p1k_00375,10072158,8127556,22598,141342,0,0,0,0,53700,0,0,0,0,865725,468481,392756,80.69329333396081,10072158.0,9930816.0,98.6,141342.0,1.4,p1k_00375_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,10072158.0,0.0,20-40,51.0,19.832495229449663,39.57019816408758,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,10091029,2997526,10091029,403641160,287713,399302476,1.0748864164397902,0.0389,0.424,0.5371,,
p1k_00376,8694173,7164378,11930,108300,0,0,0,0,56360,0,0,0,0,597156,396049,360000,82.4043643944053,8694173.0,8585873.0,98.75,108300.0,1.25,p1k_00376_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8694173.0,0.0,20-40,50.0,18.99992258264849,39.52941435602903,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,8706166,2575092,8706166,348246640,247172,344525948,1.068407149599491,0.033,0.4219,0.5451,,
p1k_00377,11407140,9059689,96851,140853,0,0,0,0,52378,0,0,0,0,876403,642010,538956,79.42121338039158,11407140.0,11266287.0,98.77,140853.0,1.23,p1k_00377_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,11407140.0,0.0,20-40,50.0,15.14071495653572,39.52084203402431,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,11422355,3604274,11422355,456894200,1128827,450923593,1.3067810884883195,0.0445,0.3898,0.5657,,
p1k_00378,4927449,3870915,87871,71815,0,0,0,0,34036,0,0,0,0,329411,284831,248570,78.5581951228719,4927449.0,4855634.0,98.54,71815.0,1.46,p1k_00378_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,4927449.0,0.0,20-40,49.0,21.24168232298737,39.52222864204175,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,4935117,1472432,4935117,197404680,137815,195281649,1.0754714629865918,0.0443,0.3838,0.5719,,
p1k_00379,9276186,7567886,35040,107011,0,0,0,0,36041,0,0,0,0,634415,444275,451518,81.58402602103925,9276186.0,9169175.0,98.85,107011.0,1.15,p1k_00379_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9276186.0,0.0,20-40,50.0,15.9877388926144,39.52313019596632,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,9289441,2776144,9289441,371577640,272759,367542654,1.0859065685437908,0.0385,0.3686,0.5929,,
p1k_00380,9653980,7784684,67070,136285,0,0,0,0,50367,0,0,0,0,667446,476236,471892,80.6370429605199,9653980.0,9517695.0,98.59,136285.0,1.41,p1k_00380_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9653980.0,0.0,20-40,51.0,16.466608015712584,39.5661261987284,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,9667076,2892623,9667076,386683040,275886,382486951,1.085149480566823,0.0399,0.3724,0.5877,,
p1k_00381,8941709,7251641,65349,170202,0,0,0,0,42294,0,0,0,0,701730,377642,332851,81.09904940990586,8941709.0,8771507.0,98.1,170202.0,1.9,p1k_00381_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8941709.0,0.0,20-40,51.0,21.85905486013273,39.57304984986651,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,8961839,2729046,8961839,358473560,1217661,353623031,1.3531064885231705,0.0327,0.4251,0.5422,,
p1k_00382,7844861,6342841,30451,116126,0,0,0,0,36539,0,0,0,0,680213,356565,282126,80.85345298023763,7844861.0,7728735.0,98.52,116126.0,1.48,p1k_00382_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7844861.0,0.0,20-40,51.0,22.148355356279424,39.57412030627439,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,7861622,2411379,7861622,314464880,1024097,310231772,1.3461306076532298,0.0357,0.4336,0.5307,,
p1k_00383,8737472,6584302,338653,165087,0,0,0,0,63799,0,0,0,0,661460,468763,455408,75.35705979944771,8737472.0,8572385.0,98.11,165087.0,1.89,p1k_00383_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8737472.0,0.0,20-40,51.0,18.24788949333257,39.56869069222768,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,8755011,2762727,8755011,350200440,1097829,345386066,1.3747481299566613,0.0461,0.3652,0.5886,,
p1k_00384,8796650,6490114,348226,171687,0,0,0,0,54967,0,0,0,0,822234,499685,409737,73.77938192380054,8796650.0,8624963.0,98.05,171687.0,1.95,p1k_00384_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8796650.0,0.0,20-40,51.0,18.73136344562432,39.57211472549209,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,8815119,2781611,8815119,352604760,1173964,347671594,1.3990639264200515,0.0495,0.3927,0.5579,,
p1k_00385,8605013,6889835,51991,153905,0,0,0,0,44876,0,0,0,0,648406,402215,413785,80.06768845090647,8605013.0,8451108.0,98.21,153905.0,1.79,p1k_00385_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8605013.0,0.0,20-40,51.0,18.011743032953245,39.56696927709464,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,8621440,2694559,8621440,344857600,1076770,340163517,1.3611655941466854,0.0407,0.3849,0.5744,,
p1k_00386,9020114,6939364,346470,131982,0,0,0,0,47396,0,0,0,0,711001,425195,418706,76.9321097272163,9020114.0,8888132.0,98.54,131982.0,1.46,p1k_00386_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9020114.0,0.0,20-40,51.0,17.34062352201353,39.569684596004,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,9034162,2851893,9034162,361366480,940911,356602554,1.3183087706419256,0.0398,0.3746,0.5856,,
p1k_00387,9075483,6351890,43899,466973,0,0,0,0,75543,0,0,0,0,1667372,356543,113263,69.98955317309282,9075483.0,8608510.0,94.85,466973.0,5.15,p1k_00387_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9075483.0,0.0,20-101,51.0,19.2698388436831,99.55366386560362,pass,pass,fail,pass,warn,warn,pass,warn,fail,warn,pass,2.6,9123380,2820034,9123380,921461380,7131007,910272529,1.21425067212258,0.1339,0.3713,0.4948,,
p1k_00388,7543166,4793278,1520134,376519,0,0,0,0,74282,0,0,0,0,416493,268616,93844,63.54464425149864,7543166.0,7166647.0,95.01,376519.0,4.99,p1k_00388_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7543166.0,0.0,21-101,52.0,16.435573189811908,99.77014213925558,pass,pass,warn,pass,fail,warn,pass,warn,fail,warn,pass,2.6,7576446,2286724,7576446,765221046,5008978,756910697,1.0860063302545393,0.2271,0.329,0.4439,,
p1k_00389,7052883,4458739,1434,1444576,0,0,0,0,96843,0,0,0,0,746665,222260,82366,63.21867242090929,7052883.0,5608307.0,79.52,1444576.0,20.48,p1k_00389_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7052883.0,0.0,20-100,51.0,18.68351962714713,99.1802574918654,pass,pass,warn,pass,fail,fail,pass,warn,fail,fail,pass,2.6,7066169,2090968,7066169,706616900,1132189,702581757,0.5710510178853634,0.029,0.4488,0.5222,,
p1k_00390,8945172,5699946,1123,1857729,0,0,0,0,164444,0,0,0,0,818002,291575,112353,63.72092118519353,8945172.0,7087443.0,79.23,1857729.0,20.77,p1k_00390_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8945172.0,0.0,20-100,51.0,16.1861450452989,99.24442772033898,pass,pass,warn,pass,fail,pass,pass,warn,fail,fail,pass,2.6,8973629,2762869,8973629,897362900,5314883,888219111,1.0189622281019195,0.0294,0.4356,0.535,,
p1k_00391,6786361,5220137,488,339866,0,0,0,0,60750,0,0,0,0,843509,246411,75200,76.92100376033636,6786361.0,6446495.0,94.99,339866.0,5.01,p1k_00391_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6786361.0,0.0,20-101,51.0,28.35335406293006,99.2433930349417,pass,pass,fail,pass,warn,pass,pass,warn,fail,warn,pass,2.6,6809487,1984406,6809487,687758187,513624,684286821,0.5047364125379724,0.0199,0.5008,0.4793,,
p1k_00392,8789463,6611005,477,507093,0,0,0,0,82148,0,0,0,0,1173921,311569,103250,75.21511837526366,8789463.0,8282370.0,94.23,507093.0,5.77,p1k_00392_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8789463.0,0.0,20-101,51.0,21.69203178070085,99.73493852809892,pass,pass,pass,pass,fail,pass,pass,warn,fail,fail,pass,2.6,8818435,2615200,8818435,890661935,8118215,878475689,1.3682235112023733,0.0194,0.5089,0.4718,,
p1k_00393,7350398,3669415,2652137,372053,0,0,0,0,71637,0,0,0,0,325182,194580,65394,49.92131038346495,7350398.0,6978345.0,94.94,372053.0,5.06,p1k_00393_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7350398.0,0.0,20-101,52.0,15.18431915373576,99.77540780784932,pass,pass,warn,pass,fail,warn,pass,warn,fail,warn,pass,2.6,7375691,2118204,7375691,744944791,4268199,737692596,0.9735211370851776,0.3826,0.2803,0.337,,
p1k_00394,8019436,4704356,1832928,448641,0,0,0,0,82513,0,0,0,0,618774,242796,89428,58.66193083902659,8019436.0,7570795.0,94.41,448641.0,5.59,p1k_00394_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8019436.0,0.0,20-101,51.0,19.46318805792309,99.56391621555431,pass,pass,fail,pass,warn,warn,pass,warn,fail,warn,pass,2.6,8058592,2394598,8058592,813917792,5975038,804502497,1.1567869743778745,0.2533,0.353,0.3937,,
