	sample_id	study	project	reference_condition	condition	rep_id	Strain Description	Strain	Culture Type	Evolved Sample	Base Media	Temperature (C)	pH	Carbon Source (g/L)	Nitrogen Source (g/L)	Electron Acceptor	Trace Element Mixture	Supplement	Antibiotic for selection	Growth_Phase	Growth Rate (1/hr)	Isolate Type	Additional Details	Sequencing Machine	LibraryLayout	Platform	Biological Replicates	doi	GEO	SRX	Run	R1	R2	contact	creator	passed_fastqc	passed_pct_reads_mapped	passed_reads_mapped_to_CDS	passed_global_correlation	full_name	passed_similar_replicates	passed_number_replicates	run_date	n_replicates	PxK_sample_type	deleted_genes	mutated_genes	overexpressed_genes	Unnamed: 49	Unnamed: 50	Unnamed: 51	Unnamed: 52	Unnamed: 53	Unnamed: 54	Unnamed: 55	Unnamed: 56	Unnamed: 57
ROS_TALE_pitA_0_0__250pq__2	pitA_0_0__250pq__2	pitA	ROS_TALE	pitA_0_0__0pq	pitA_0_0__250pq	2	GMOS	GMOS	Batch	Yes	M9	37.0	7.0	glucose(4)	NH4Cl(1)	O2	0	paraquat (250uM)	0	0	0.0	Clonal	0	0	PAIRED	ILLUMINA	2.0	doi.org/10.1101/749887	0	0	0	s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/oli_HRS_BOP1000_250PQ_R2_S41_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/oli_HRS_BOP1000_250PQ_R2_S41_L001_R2_001.fastq.gz	0	0	True	0	True	True	0	0	0	8/16/2021	0.0	ALE	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ROS_TALE_pitA_0_0_pitA_mut__0pq__1	pitA_0_0_pitA_mut__0pq__1	pitA	ROS_TALE	pitA_0_0__0pq_mut	pitA_0_0__0pq_mut	1	GMOS_pitA_fs	GMOS	Batch	Yes	M9	37.0	7.0	glucose(4)	NH4Cl(1)	O2	0	0	0	0	0.0	Clonal	0	0	PAIRED	ILLUMINA	2.0	doi.org/10.1101/749887	0	0	0	s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/oli_HRS_BOP1000__pitA_mutant_T_0PQ_R1_S46_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/oli_HRS_BOP1000__pitA_mutant_T_0PQ_R1_S46_L001_R2_001.fastq.gz	0	0	True	0	True	True	0	0	0	8/16/2021	0.0	ALE_and_genetic_perturbation	0	pitA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ROS_TALE_pitA_0_0_pitA_mut__0pq__2	pitA_0_0_pitA_mut__0pq__2	pitA	ROS_TALE	pitA_0_0__0pq_mut	pitA_0_0__0pq_mut	2	GMOS_pitA_fs	GMOS	Batch	Yes	M9	37.0	7.0	glucose(4)	NH4Cl(1)	O2	0	0	0	0	0.0	Clonal	0	0	PAIRED	ILLUMINA	2.0	doi.org/10.1101/749887	0	0	0	s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/oli_HRS_BOP1000__pitA_mutant_T_0PQ_R2_S47_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/oli_HRS_BOP1000__pitA_mutant_T_0PQ_R2_S47_L001_R2_001.fastq.gz	0	0	True	0	True	True	0	0	0	8/16/2021	0.0	ALE_and_genetic_perturbation	0	pitA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ROS_TALE_pitA_0_0_pitA_mut__250pq__1	pitA_0_0_pitA_mut__250pq__1	pitA	ROS_TALE	pitA_0_0__0pq_mut	pitA_0_0__250pq_mut	1	GMOS_pitA_fs	GMOS	Batch	Yes	M9	37.0	7.0	glucose(4)	NH4Cl(1)	O2	0	paraquat (250uM)	0	0	0.0	Clonal	0	0	PAIRED	ILLUMINA	2.0	doi.org/10.1101/749887	0	0	0	s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/oli_HRS_BOP1000__pitA_mutant_T_250PQ_R1_S42_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/oli_HRS_BOP1000__pitA_mutant_T_250PQ_R1_S42_L001_R2_001.fastq.gz	0	0	True	0	True	True	0	0	0	8/16/2021	0.0	ALE_and_genetic_perturbation	0	pitA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ROS_TALE_pitA_0_0_pitA_mut__250pq__2	pitA_0_0_pitA_mut__250pq__2	pitA	ROS_TALE	pitA_0_0__0pq_mut	pitA_0_0__250pq_mut	2	GMOS_pitA_fs	GMOS	Batch	Yes	M9	37.0	7.0	glucose(4)	NH4Cl(1)	O2	0	paraquat (250uM)	0	0	0.0	Clonal	0	0	PAIRED	ILLUMINA	2.0	doi.org/10.1101/749887	0	0	0	s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/oli_HRS_BOP1000__pitA_mutant_T_250PQ_R2_S43_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/oli_HRS_BOP1000__pitA_mutant_T_250PQ_R2_S43_L001_R2_001.fastq.gz	0	0	True	0	True	True	0	0	0	8/16/2021	0.0	ALE_and_genetic_perturbation	0	pitA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ROS_TALE_pitA_1_0__0pq__1	pitA_1_0__0pq__1	pitA	ROS_TALE	pitA_1_0__0pq_mut	pitA_1_0__0pq_mut	1	GMOS_pitA_fs	GMOS	Batch	Yes	M9	37.0	7.0	glucose(4)	NH4Cl(1)	O2	0	0	0	0	0.0	Clonal	0	0	PAIRED	ILLUMINA	2.0	doi.org/10.1101/749887	0	0	0	s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/oli_HRS_16.32.1_0PQ_R1_S48_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/oli_HRS_16.32.1_0PQ_R1_S48_L001_R2_001.fastq.gz	0	0	True	0	True	True	0	0	0	8/16/2021	0.0	ALE	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ROS_TALE_pitA_1_0__0pq__2	pitA_1_0__0pq__2	pitA	ROS_TALE	pitA_1_0__0pq_mut	pitA_1_0__0pq_mut	2	GMOS_pitA_fs	GMOS	Batch	Yes	M9	37.0	7.0	glucose(4)	NH4Cl(1)	O2	0	0	0	0	0.0	Clonal	0	0	PAIRED	ILLUMINA	2.0	doi.org/10.1101/749887	0	0	0	s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/oli_HRS_16.32.1_0PQ_R2_S49_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/oli_HRS_16.32.1_0PQ_R2_S49_L001_R2_001.fastq.gz	0	0	True	0	True	True	0	0	0	8/16/2021	0.0	ALE	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ROS_TALE_pitA_1_0__250pq__1	pitA_1_0__250pq__1	pitA	ROS_TALE	pitA_1_0__0pq_mut	pitA_1_0__250pq_mut	1	GMOS_pitA_fs	GMOS	Batch	Yes	M9	37.0	7.0	glucose(4)	NH4Cl(1)	O2	0	paraquat (250uM)	0	0	0.0	Clonal	0	0	PAIRED	ILLUMINA	2.0	doi.org/10.1101/749887	0	0	0	s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/oli_HRS_16.32.1_250PQ_R1_S52_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/oli_HRS_16.32.1_250PQ_R1_S52_L001_R2_001.fastq.gz	0	0	True	0	True	True	0	0	0	8/16/2021	0.0	ALE	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ROS_TALE_pitA_1_0__250pq__2	pitA_1_0__250pq__2	pitA	ROS_TALE	pitA_1_0__0pq_mut	pitA_1_0__250pq_mut	2	GMOS_pitA_fs	GMOS	Batch	Yes	M9	37.0	7.0	glucose(4)	NH4Cl(1)	O2	0	paraquat (250uM)	0	0	0.0	Clonal	0	0	PAIRED	ILLUMINA	2.0	doi.org/10.1101/749887	0	0	0	s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/oli_HRS_16.32.1_250PQ_R2_S53_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/oli_HRS_16.32.1_250PQ_R2_S53_L001_R2_001.fastq.gz	0	0	True	0	True	True	0	0	0	8/16/2021	0.0	ALE	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ROS_TALE_pitA_1_0__750pq__1	pitA_1_0__750pq__1	pitA	ROS_TALE	pitA_1_0__0pq_mut	pitA_1_0__750pq_mut	1	GMOS_pitA_fs	GMOS	Batch	Yes	M9	37.0	7.0	glucose(4)	NH4Cl(1)	O2	0	paraquat (750uM)	0	0	0.0	Clonal	0	0	PAIRED	ILLUMINA	2.0	doi.org/10.1101/749887	0	0	0	s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/oli_HRS_16.32.1_750PQ_R1_S54_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/oli_HRS_16.32.1_750PQ_R1_S54_L001_R2_001.fastq.gz	0	0	True	0	True	True	0	0	0	8/16/2021	0.0	ALE	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ROS_TALE_pitA_1_0__750pq__2	pitA_1_0__750pq__2	pitA	ROS_TALE	pitA_1_0__0pq_mut	pitA_1_0__750pq_mut	2	GMOS_pitA_fs	GMOS	Batch	Yes	M9	37.0	7.0	glucose(4)	NH4Cl(1)	O2	0	paraquat (750uM)	0	0	0.0	Clonal	0	0	PAIRED	ILLUMINA	2.0	doi.org/10.1101/749887	0	0	0	s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/oli_HRS_16.32.1_750PQ_R2_S55_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/oli_HRS_16.32.1_750PQ_R2_S55_L001_R2_001.fastq.gz	0	0	True	0	True	True	0	0	0	8/16/2021	0.0	ALE	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ROS_TALE_pitA_1_0_pitA_no_mut__0pq__1	pitA_1_0_pitA_no_mut__0pq__1	pitA	ROS_TALE	pitA_1_0__0pq	pitA_1_0__0pq	1	GMOS_pitA_fs_removed	GMOS	Batch	Yes	M9	37.0	7.0	glucose(4)	NH4Cl(1)	O2	0	0	0	0	0.0	Clonal	0	0	PAIRED	ILLUMINA	2.0	doi.org/10.1101/749887	0	0	0	s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/oli_HRS_16.32.1_pitA_T_removed_0PQ_R1_S50_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/oli_HRS_16.32.1_pitA_T_removed_0PQ_R1_S50_L001_R2_001.fastq.gz	0	0	True	0	True	True	0	0	0	8/16/2021	0.0	ALE_and_genetic_perturbation	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ROS_TALE_pitA_1_0_pitA_no_mut__0pq__2	pitA_1_0_pitA_no_mut__0pq__2	pitA	ROS_TALE	pitA_1_0__0pq	pitA_1_0__0pq	2	GMOS_pitA_fs_removed	GMOS	Batch	Yes	M9	37.0	7.0	glucose(4)	NH4Cl(1)	O2	0	0	0	0	0.0	Clonal	0	0	PAIRED	ILLUMINA	2.0	doi.org/10.1101/749887	0	0	0	s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/oli_HRS_16.32.1_pitA_T_removed_0PQ_R2_S51_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/oli_HRS_16.32.1_pitA_T_removed_0PQ_R2_S51_L001_R2_001.fastq.gz	0	0	True	0	True	True	0	0	0	8/16/2021	0.0	ALE_and_genetic_perturbation	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ROS_TALE_pitA_1_0_pitA_no_mut__250pq__1	pitA_1_0_pitA_no_mut__250pq__1	pitA	ROS_TALE	pitA_1_0__0pq	pitA_1_0__250pq	1	GMOS_pitA_fs_removed	GMOS	Batch	Yes	M9	37.0	7.0	glucose(4)	NH4Cl(1)	O2	0	paraquat (250uM)	0	0	0.0	Clonal	0	0	PAIRED	ILLUMINA	2.0	doi.org/10.1101/749887	0	0	0	s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/oli_HRS_16.32.1_pitA_T_removed_250PQ_R1_S56_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/oli_HRS_16.32.1_pitA_T_removed_250PQ_R1_S56_L001_R2_001.fastq.gz	0	0	True	0	True	True	0	0	0	8/16/2021	0.0	ALE_and_genetic_perturbation	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ROS_TALE_pitA_1_0_pitA_no_mut__250pq__2	pitA_1_0_pitA_no_mut__250pq__2	pitA	ROS_TALE	pitA_1_0__0pq	pitA_1_0__250pq	2	GMOS_pitA_fs_removed	GMOS	Batch	Yes	M9	37.0	7.0	glucose(4)	NH4Cl(1)	O2	0	paraquat (250uM)	0	0	0.0	Clonal	0	0	PAIRED	ILLUMINA	2.0	doi.org/10.1101/749887	0	0	0	s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/oli_HRS_16.32.1_pitA_T_removed_250PQ_R2_S57_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/oli_HRS_16.32.1_pitA_T_removed_250PQ_R2_S57_L001_R2_001.fastq.gz	0	0	True	0	True	True	0	0	0	8/16/2021	0.0	ALE_and_genetic_perturbation	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ROS_TALE_pitA_1_0_pitA_no_mut__750pq__1	pitA_1_0_pitA_no_mut__750pq__1	pitA	ROS_TALE	pitA_1_0__0pq	pitA_1_0__750pq	1	GMOS_pitA_fs_removed	GMOS	Batch	Yes	M9	37.0	7.0	glucose(4)	NH4Cl(1)	O2	0	paraquat (750uM)	0	0	0.0	Clonal	0	0	PAIRED	ILLUMINA	2.0	doi.org/10.1101/749887	0	0	0	s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/oli_HRS_16.32.1_pitA_T_removed_750PQ_R1_S58_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/oli_HRS_16.32.1_pitA_T_removed_750PQ_R1_S58_L001_R2_001.fastq.gz	0	0	True	0	True	True	0	0	0	8/16/2021	0.0	ALE_and_genetic_perturbation	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ROS_TALE_pitA_1_0_pitA_no_mut__750pq__2	pitA_1_0_pitA_no_mut__750pq__2	pitA	ROS_TALE	pitA_1_0__0pq	pitA_1_0__750pq	2	GMOS_pitA_fs_removed	GMOS	Batch	Yes	M9	37.0	7.0	glucose(4)	NH4Cl(1)	O2	0	paraquat (750uM)	0	0	0.0	Clonal	0	0	PAIRED	ILLUMINA	2.0	doi.org/10.1101/749887	0	0	0	s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/oli_HRS_16.32.1_pitA_T_removed_750PQ_R2_S59_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/oli_HRS_16.32.1_pitA_T_removed_750PQ_R2_S59_L001_R2_001.fastq.gz	0	0	True	0	True	True	0	0	0	8/16/2021	0.0	ALE_and_genetic_perturbation	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPO_rpoA_G315V_M9_glucose_R1	rpoA_G315V_M9_glucose_R1	RPO	RPO	wt	rpoA_G315V	1	Escherichia coli K-12 MG1655, rpoA_G315V	MG1655	Batch	No	M9	37.0	7.0	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture	0	0	0	0.782	0	0	MiSeq	PAIRED	ILLUMINA	2.0	10.1128/msystems.00305-24	GSE227624	SRX19702599	0	s3://sbrg-sequencing-files/2022-06-07-IGM-NovaSeq/RPO_HRS_G315V_rpoA_M9_R1_S37_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2022-06-07-IGM-NovaSeq/RPO_HRS_G315V_rpoA_M9_R1_S37_L002_R2_001.fastq.gz	Richard Szubin	Chris Dalldorf	True	0	True	True	0	0	0	3/17/2023	2.0	genetic_perturbation	0	rpoA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPO_rpoA_G315V_M9_glucose_R2	rpoA_G315V_M9_glucose_R2	RPO	RPO	wt	rpoA_G315V	2	Escherichia coli K-12 MG1655, rpoA_G315V	MG1655	Batch	No	M9	37.0	7.0	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture	0	0	0	0.782	0	0	MiSeq	PAIRED	ILLUMINA	2.0	10.1128/msystems.00305-24	GSE227624	SRX19702600	0	s3://sbrg-sequencing-files/2022-06-07-IGM-NovaSeq/RPO_HRS_G315V_rpoA_M9_R2_S38_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2022-06-07-IGM-NovaSeq/RPO_HRS_G315V_rpoA_M9_R2_S38_L002_R2_001.fastq.gz	Richard Szubin	Chris Dalldorf	True	0	True	True	0	0	0	3/17/2023	2.0	genetic_perturbation	0	rpoA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPO_rpoB_E672K_M9_glucose_R1	rpoB_E672K_M9_glucose_R1	RPO	RPO	wt	rpoB_E672K	1	Escherichia coli K-12 MG1655, rpoB_E672K	MG1655	Batch	No	M9	37.0	7.0	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture	0	0	0	0.885	0	0	MiSeq	PAIRED	ILLUMINA	2.0	10.1128/msystems.00305-24	GSE227624	SRX19702585	0	s3://sbrg-sequencing-files/2022-06-07-IGM-NovaSeq/RPO_HRS_E672K_rpoB_M9_R1_S25_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2022-06-07-IGM-NovaSeq/RPO_HRS_E672K_rpoB_M9_R1_S25_L002_R2_001.fastq.gz	Richard Szubin	Chris Dalldorf	True	0	True	True	0	0	0	3/17/2023	2.0	genetic_perturbation	0	rpoB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPO_rpoB_E672K_M9_glucose_R2	rpoB_E672K_M9_glucose_R2	RPO	RPO	wt	rpoB_E672K	2	Escherichia coli K-12 MG1655, rpoB_E672K	MG1655	Batch	No	M9	37.0	7.0	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture	0	0	0	0.885	0	0	MiSeq	PAIRED	ILLUMINA	2.0	10.1128/msystems.00305-24	GSE227624	SRX19702586	0	s3://sbrg-sequencing-files/2022-06-07-IGM-NovaSeq/RPO_HRS_E672K_rpoB_M9_R2_S26_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2022-06-07-IGM-NovaSeq/RPO_HRS_E672K_rpoB_M9_R2_S26_L002_R2_001.fastq.gz	Richard Szubin	Chris Dalldorf	True	0	True	True	0	0	0	3/17/2023	2.0	genetic_perturbation	0	rpoB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPO_rpoB_G1189C_M9_glucose_R1	rpoB_G1189C_M9_glucose_R1	RPO	RPO	wt	rpoB_G1189C	1	Escherichia coli K-12 MG1655, rpoB_G1189C	MG1655	Batch	No	M9	37.0	7.0	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture	0	0	0	0.806	0	0	MiSeq	PAIRED	ILLUMINA	2.0	10.1128/msystems.00305-24	GSE227624	SRX19702567	0	s3://sbrg-sequencing-files/2022-06-07-IGM-NovaSeq/RPO_HRS_G1189C_rpoB_M9_R1_S43_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2022-06-07-IGM-NovaSeq/RPO_HRS_G1189C_rpoB_M9_R1_S43_L002_R2_001.fastq.gz	Richard Szubin	Chris Dalldorf	True	0	True	True	0	0	0	3/17/2023	2.0	genetic_perturbation	0	rpoB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPO_rpoB_G1189C_M9_glucose_R2	rpoB_G1189C_M9_glucose_R2	RPO	RPO	wt	rpoB_G1189C	2	Escherichia coli K-12 MG1655, rpoB_G1189C	MG1655	Batch	No	M9	37.0	7.0	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture	0	0	0	0.806	0	0	MiSeq	PAIRED	ILLUMINA	2.0	10.1128/msystems.00305-24	GSE227624	SRX19702568	0	s3://sbrg-sequencing-files/2022-06-07-IGM-NovaSeq/RPO_HRS_G1189C_rpoB_M9_R2_S44_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2022-06-07-IGM-NovaSeq/RPO_HRS_G1189C_rpoB_M9_R2_S44_L002_R2_001.fastq.gz	Richard Szubin	Chris Dalldorf	True	0	True	True	0	0	0	3/17/2023	2.0	genetic_perturbation	0	rpoB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPO_rpoB_G858D_M9_glucose_R1	rpoB_G858D_M9_glucose_R1	RPO	RPO	wt	rpoB_G858D	1	Escherichia coli K-12 MG1655, rpoB_G858D	MG1655	Batch	No	M9	37.0	7.0	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture	0	0	0	0.781	0	0	MiSeq	PAIRED	ILLUMINA	2.0	10.1128/msystems.00305-24	GSE227624	SRX19702597	0	s3://sbrg-sequencing-files/2022-06-07-IGM-NovaSeq/RPO_HRS_G858D_rpoB_M9_R1_S253_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2022-06-07-IGM-NovaSeq/RPO_HRS_G858D_rpoB_M9_R1_S253_L002_R2_001.fastq.gz	Richard Szubin	Chris Dalldorf	True	0	True	True	0	0	0	3/17/2023	2.0	genetic_perturbation	0	rpoB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPO_rpoB_G858D_M9_glucose_R2	rpoB_G858D_M9_glucose_R2	RPO	RPO	wt	rpoB_G858D	2	Escherichia coli K-12 MG1655, rpoB_G858D	MG1655	Batch	No	M9	37.0	7.0	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture	0	0	0	0.781	0	0	MiSeq	PAIRED	ILLUMINA	2.0	10.1128/msystems.00305-24	GSE227624	SRX19702598	0	s3://sbrg-sequencing-files/2022-06-07-IGM-NovaSeq/RPO_HRS_G858D_rpoB_M9_R2_S36_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2022-06-07-IGM-NovaSeq/RPO_HRS_G858D_rpoB_M9_R2_S36_L002_R2_001.fastq.gz	Richard Szubin	Chris Dalldorf	True	0	True	True	0	0	0	3/17/2023	2.0	genetic_perturbation	0	rpoB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPO_rpoB_I966S_M9_glucose_R1	rpoB_I966S_M9_glucose_R1	RPO	RPO	wt	rpoB_I966S	1	Escherichia coli K-12 MG1655, rpoB_I966S	MG1655	Batch	No	M9	37.0	7.0	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture	0	0	0	0.556	0	0	MiSeq	PAIRED	ILLUMINA	2.0	10.1128/msystems.00305-24	GSE227624	SRX19702595	0	s3://sbrg-sequencing-files/2022-06-07-IGM-NovaSeq/RPO_HRS_I966S_rpoB_M9_R1_S35_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2022-06-07-IGM-NovaSeq/RPO_HRS_I966S_rpoB_M9_R1_S35_L002_R2_001.fastq.gz	Richard Szubin	Chris Dalldorf	True	0	True	True	0	0	0	3/17/2023	2.0	genetic_perturbation	0	rpoB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPO_rpoB_I966S_M9_glucose_R2	rpoB_I966S_M9_glucose_R2	RPO	RPO	wt	rpoB_I966S	2	Escherichia coli K-12 MG1655, rpoB_I966S	MG1655	Batch	No	M9	37.0	7.0	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture	0	0	0	0.556	0	0	MiSeq	PAIRED	ILLUMINA	2.0	10.1128/msystems.00305-24	GSE227624	SRX19702596	0	s3://sbrg-sequencing-files/2022-06-07-IGM-NovaSeq/RPO_HRS_I966S_rpoB_M9_R2_S252_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2022-06-07-IGM-NovaSeq/RPO_HRS_I966S_rpoB_M9_R2_S252_L002_R2_001.fastq.gz	Richard Szubin	Chris Dalldorf	True	0	True	True	0	0	0	3/17/2023	2.0	genetic_perturbation	0	rpoB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPO_rpoB_I966S_M9_glucose_at_42_Celsius_R1	rpoB_I966S_M9_glucose_at_42_Celsius_R1	RPO	RPO	wt	rpoB_I966S_42C	1	Escherichia coli K-12 MG1655, rpoB_I966S	MG1655	Batch	No	M9	42.0	7.0	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture	0	0	0	0.538	0	0	MiSeq	PAIRED	ILLUMINA	2.0	10.1128/msystems.00305-24	GSE227624	SRX19702571	0	s3://sbrg-sequencing-files/2022-06-07-IGM-NovaSeq/RPO_HRS_I966S_rpoB_42C_M9_R1_S47_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2022-06-07-IGM-NovaSeq/RPO_HRS_I966S_rpoB_42C_M9_R1_S47_L002_R2_001.fastq.gz	Richard Szubin	Chris Dalldorf	True	0	True	True	0	0	0	3/17/2023	2.0	genetic_perturbation	0	rpoB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPO_rpoB_I966S_M9_glucose_at_42_Celsius_R2	rpoB_I966S_M9_glucose_at_42_Celsius_R2	RPO	RPO	wt	rpoB_I966S_42C	2	Escherichia coli K-12 MG1655, rpoB_I966S	MG1655	Batch	No	M9	42.0	7.0	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture	0	0	0	0.538	0	0	MiSeq	PAIRED	ILLUMINA	2.0	10.1128/msystems.00305-24	GSE227624	SRX19702572	0	s3://sbrg-sequencing-files/2022-06-07-IGM-NovaSeq/RPO_HRS_I966S_rpoB_42C_M9_R2_S48_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2022-06-07-IGM-NovaSeq/RPO_HRS_I966S_rpoB_42C_M9_R2_S48_L002_R2_001.fastq.gz	Richard Szubin	Chris Dalldorf	True	0	True	True	0	0	0	3/17/2023	2.0	genetic_perturbation	0	rpoB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPO_rpoB_P1100Q_M9_glucose_R1	rpoB_P1100Q_M9_glucose_R1	RPO	RPO	wt	rpoB_P1100Q	1	Escherichia coli K-12 MG1655, rpoB_P1100Q	MG1655	Batch	No	M9	37.0	7.0	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture	0	0	0	0.8	0	0	MiSeq	PAIRED	ILLUMINA	2.0	10.1128/msystems.00305-24	GSE227624	SRX19702589	0	s3://sbrg-sequencing-files/2022-06-07-IGM-NovaSeq/RPO_HRS_P1100Q_rpoB_M9_R1_S29_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2022-06-07-IGM-NovaSeq/RPO_HRS_P1100Q_rpoB_M9_R1_S29_L002_R2_001.fastq.gz	Richard Szubin	Chris Dalldorf	True	0	True	True	0	0	0	3/17/2023	2.0	genetic_perturbation	0	rpoB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
